candidat_id,offre_id,titre,taux_match_stocke,pair_found,candidat_found,offre_found,n_candidat_skills,n_offre_skills,n_acquises,n_manquantes,n_essentielles_manquantes,taux_match_neo4j,competences_acquises,competences_manquantes,essentielles_manquantes,delta
PPPNR2510130047555,OFFRE_013332_cd2f018e3483,Stagiaire Commercial,1.0,True,True,True,6,6,6,0,0,1.0,"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",[],[],0.0
PPPNR2510130047555,OFFRE_011694_9a481073e64d,Responsable Développemnt Commercial Après-Vente,1.0,True,True,True,6,6,6,0,0,1.0,"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",[],[],0.0
PPPNR2510130047555,OFFRE_008533_a2a392d976fd,Livreur à Domicile,0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2510130047555,OFFRE_009210_3801ea7db319,Directeur Régional (H/F),0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2510130047555,OFFRE_009499_076b2c0d2ed8,Responsable Marketing,0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2510130047555,OFFRE_009200_9ae76148861a,Directeur Bureau Direct,0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2510130047555,OFFRE_010408_2230bfe76551,Responsable Régional des Ventes pour la Zone I (H/F),0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2510130047555,OFFRE_010822_850c71a69fac,Responsable Marketing (H/F),0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2510130047555,OFFRE_008550_efb073343211,Responsable Commercial - Douala - Cameroun,0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2510130047555,OFFRE_010423_4e44f3758f04,Responsable Marketing (H/F),0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPPNR2505260029765,OFFRE_013147_cc53dcc55f35,Ingenieur Electrotechnicien,1.0,True,True,True,6,6,6,0,0,1.0,"['hygiène et sécurité dans l’industrie textile', 'industrie de la musique et de la vidéo', 'industrie de l’aquaculture', ""industrie de l'habillement"", 'se tenir informé des tendances dans l’industrie du design', 'industrie cosmétique']",[],[],0.0
PPPNR2505260029765,OFFRE_012132_44b6284e3adc,Electrotechnicien,1.0,True,True,True,6,6,6,0,0,1.0,"['hygiène et sécurité dans l’industrie textile', 'industrie de la musique et de la vidéo', 'industrie de l’aquaculture', ""industrie de l'habillement"", 'se tenir informé des tendances dans l’industrie du design', 'industrie cosmétique']",[],[],0.0
PPPNR2505260029765,OFFRE_003846_53cbc29f4408,ÉLECTROTECHNICIENS,0.0,True,True,True,6,0,0,0,0,0.0,[],[],[],0.0
PPPNR2505260029765,OFFRE_002918_8b6791a98fce,TECHNICIEN MAINTENANCE INDUSTRIELLE,0.0,True,True,True,6,6,0,6,6,0.0,[],"['traitement mécanique des amandes', 'assurer la maintenance des équipements de cuisine', 'horloges mécaniques', 'superviser des travaux de maintenance', 'vendre des contrats de maintenance de logiciels', 'mécanique des fluides numérique']","['traitement mécanique des amandes', 'assurer la maintenance des équipements de cuisine', 'horloges mécaniques', 'superviser des travaux de maintenance', 'vendre des contrats de maintenance de logiciels', 'mécanique des fluides numérique']",0.0
PPPNR2505260029765,OFFRE_007874_cb5a55166096,Technicien De Maintenance/Polyvalent Paysage Nord Cameroun,0.0,True,True,True,6,6,0,6,6,0.0,[],"['mécanique de précision', 'traitement mécanique des amandes', ""évaluer les besoins d'électricité"", 'horloges mécaniques', 'mécanique des fluides numérique', ""assurer la distribution d'électricité""]","['mécanique de précision', 'traitement mécanique des amandes', ""évaluer les besoins d'électricité"", 'horloges mécaniques', 'mécanique des fluides numérique', ""assurer la distribution d'électricité""]",0.0
PPPNR2505260029765,OFFRE_009272_5924fe06a9e0,Technicien d'Énergies Renouvelables,0.0,True,True,True,6,2,0,2,2,0.0,[],"['bonnes pratiques de laboratoire', 'énergies renouvelables']","['bonnes pratiques de laboratoire', 'énergies renouvelables']",0.0
PPPNR2505260029765,OFFRE_010828_ecbe4a00f97a,TECHNICIEN QUOTIDIEN - UPSTREAM,0.0,True,True,True,6,1,0,1,1,0.0,[],['bonnes pratiques de laboratoire'],['bonnes pratiques de laboratoire'],0.0
PPPNR2505260029765,OFFRE_010804_2b409e399f87,TECHNICIEN QUOTIDIEN - UPSTREAM,0.0,True,True,True,6,1,0,1,1,0.0,[],['bonnes pratiques de laboratoire'],['bonnes pratiques de laboratoire'],0.0
PPPNR2505260029765,OFFRE_009564_740ed37a0638,Inspecteur / Formateur Mécanique Levage (Grues Offshore) H/F - Douala,0.0,True,True,True,6,2,0,2,2,0.0,[],"['bonnes pratiques de laboratoire', 'mécanique']","['bonnes pratiques de laboratoire', 'mécanique']",0.0
PPPNR2505260029765,OFFRE_010187_5d33db84a664,AGENT DE SUIVI TRANSIT & DOUANE,0.0,True,True,True,6,6,0,6,6,0.0,[],"['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']","['gérer la distribution de matériel de promotion sur des lieux de destination', 'utiliser des systèmes de distribution par radio pour des taxis', 'gérer les canaux de distribution', 'assurer la conformité des activités de distribution', ""assurer la distribution d'électricité"", 'diriger des opérations de distribution']",0.0
PPBZV2504170026237,OFFRE_011598_ce03b6843f03,Electricien,1.0,True,True,True,6,6,6,0,0,1.0,"['potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques', 'prévoir l’évolution des prix de l’énergie', 'systèmes aliments-énergie intégrés', 'intégrer l’énergie biogaz dans des bâtiments', 'conseiller des clients sur les besoins en énergie de produits', 'énergie de substitution']",[],[],0.0
PPBZV2504170026237,OFFRE_012066_a2057089f795,Electricien,1.0,True,True,True,6,6,6,0,0,1.0,"['potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques', 'prévoir l’évolution des prix de l’énergie', 'systèmes aliments-énergie intégrés', 'intégrer l’énergie biogaz dans des bâtiments', 'conseiller des clients sur les besoins en énergie de produits', 'énergie de substitution']",[],[],0.0
PPBZV2504170026237,OFFRE_013273_cd421b380440,Electricien,1.0,True,True,True,6,6,6,0,0,1.0,"['potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques', 'prévoir l’évolution des prix de l’énergie', 'systèmes aliments-énergie intégrés', 'intégrer l’énergie biogaz dans des bâtiments', 'conseiller des clients sur les besoins en énergie de produits', 'énergie de substitution']",[],[],0.0
PPBZV2504170026237,OFFRE_013297_e46e60b623dc,Electricien,1.0,True,True,True,6,6,6,0,0,1.0,"['potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques', 'prévoir l’évolution des prix de l’énergie', 'systèmes aliments-énergie intégrés', 'intégrer l’énergie biogaz dans des bâtiments', 'conseiller des clients sur les besoins en énergie de produits', 'énergie de substitution']",[],[],0.0
PPBZV2504170026237,OFFRE_013296_58399b5ed524,Electricien,1.0,True,True,True,6,6,6,0,0,1.0,"['potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques', 'prévoir l’évolution des prix de l’énergie', 'systèmes aliments-énergie intégrés', 'intégrer l’énergie biogaz dans des bâtiments', 'conseiller des clients sur les besoins en énergie de produits', 'énergie de substitution']",[],[],0.0
PPBZV2504170026237,OFFRE_012046_887982157b68,Electricien,1.0,True,True,True,6,6,6,0,0,1.0,"['potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques', 'prévoir l’évolution des prix de l’énergie', 'systèmes aliments-énergie intégrés', 'intégrer l’énergie biogaz dans des bâtiments', 'conseiller des clients sur les besoins en énergie de produits', 'énergie de substitution']",[],[],0.0
PPBZV2504170026237,OFFRE_012159_7195a691db02,Electriciensenior,1.0,True,True,True,6,6,6,0,0,1.0,"['potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques', 'prévoir l’évolution des prix de l’énergie', 'systèmes aliments-énergie intégrés', 'intégrer l’énergie biogaz dans des bâtiments', 'conseiller des clients sur les besoins en énergie de produits', 'énergie de substitution']",[],[],0.0
PPBZV2504170026237,OFFRE_006042_55b842397684,ELECTRICIENS RESEAUX (H/F) CENTRE / YAOUNDE,0.0,True,True,True,6,6,0,6,6,0.0,[],"['consommation d’électricité', ""évaluer les besoins d'électricité"", 'marché de l’électricité', 'coordonner la production d’électricité', 'électricité', ""assurer la distribution d'électricité""]","['consommation d’électricité', ""évaluer les besoins d'électricité"", 'marché de l’électricité', 'coordonner la production d’électricité', 'électricité', ""assurer la distribution d'électricité""]",0.0
PPBZV2504170026237,OFFRE_005988_197a8224f176,ENVIRONNEMENTALISTE,0.0,True,True,True,6,6,0,6,6,0.0,[],"['assumer la responsabilité de préserver la sécurité de l’environnement d’un navire', ""évaluer les besoins d'électricité"", 'promouvoir un environnement de remise en forme sain', 'législation environnementale', 'entretenir un environnement d’entraînement', ""assurer la distribution d'électricité""]","['assumer la responsabilité de préserver la sécurité de l’environnement d’un navire', ""évaluer les besoins d'électricité"", 'promouvoir un environnement de remise en forme sain', 'législation environnementale', 'entretenir un environnement d’entraînement', ""assurer la distribution d'électricité""]",0.0
PPBZV2504170026237,OFFRE_005746_4b4f38e86815,Plusieurs Profils,0.0,True,True,True,6,6,0,6,6,0.0,[],"['configurer des équipements électroniques', 'renseignement électronique', 'gérer la logistique électronique de matériel de sonorisation', 'emballer du matériel électronique', 'communication électronique', 'interpréter les spécifications de conception électronique']","['configurer des équipements électroniques', 'renseignement électronique', 'gérer la logistique électronique de matériel de sonorisation', 'emballer du matériel électronique', 'communication électronique', 'interpréter les spécifications de conception électronique']",0.0
PPPNR2507230036406,OFFRE_013366_2f2b278f93f2,Responsable Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_013365_343450be5683,Responsable Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_012622_8fd50d59c98a,Responsable Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_011721_2aca8122cfc0,Responsable Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_012371_1dfa6fe9096d,Technicien Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_011732_c7fd6cb2b767,Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_013346_bbed98f28163,Technicien Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_013538_6d6a14cfea79,Superintendant Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_012067_c4c9d3099c87,Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2507230036406,OFFRE_012592_aae483f4bea9,Responsable Hse,1.0,True,True,True,6,6,6,0,0,1.0,"['procédures d’assurance qualité', 'mettre en place un système de contrôle de la documentation', 'contrôler le lait', 'se mettre en relation avec des responsables de l’assurance qualité', 'méthodes d’assurance qualité', 'respecter des listes de contrôle']",[],[],0.0
PPPNR2512120055249,OFFRE_009292_cdf026f5ad2e,ASSISTANT JURIDIQUE (TELECOM & RÉSEAU),0.0,True,True,True,1,1,0,1,1,0.0,[],['recours légal à un continuum de force'],['recours légal à un continuum de force'],0.0
PPPNR2512120055249,OFFRE_004076_cda041817776,10 Juristes Stagiaires,0.0,True,True,True,1,6,0,6,6,0.0,[],"['droit pharmaceutique', 'droit douanier', 'droit du transport aérien', 'terminologie juridique', 'droit commercial', 'droit des obligations']","['droit pharmaceutique', 'droit douanier', 'droit du transport aérien', 'terminologie juridique', 'droit commercial', 'droit des obligations']",0.0
PPPNR2512120055249,OFFRE_009820_cb2cc73448e8,Chargé de Partenariat H/F,0.0,True,True,True,1,1,0,1,1,0.0,[],['recours légal à un continuum de force'],['recours légal à un continuum de force'],0.0
PPPNR2512120055249,OFFRE_010428_894d68cf96fe,Assistant Administrateur Contrats,0.0,True,True,True,1,1,0,1,1,0.0,[],['recours légal à un continuum de force'],['recours légal à un continuum de force'],0.0
PPPNR2512120055249,OFFRE_008572_2dff6daa3773,ASSISTANT(E) DE DIRECTION CHARGE(E) DES RESSOURCES HUMAINES - Douala,0.0,True,True,True,1,1,0,1,1,0.0,[],['évaluer l’ergonomie d’un lieu de travail'],['évaluer l’ergonomie d’un lieu de travail'],0.0
PPPNR2512120055249,OFFRE_008431_bb20064e7d80,Assistant Principal De Réinstallation,0.0,True,True,True,1,6,0,6,6,0.0,[],"['droit pharmaceutique', 'droit douanier', 'droit du transport aérien', 'droit commercial', 'établir des relations internationales', 'droit des obligations']","['droit pharmaceutique', 'droit douanier', 'droit du transport aérien', 'droit commercial', 'établir des relations internationales', 'droit des obligations']",0.0
PPPNR2512120055249,OFFRE_010565_1880a3bc05c1,Charge(e) Ressources Humaines,0.0,True,True,True,1,1,0,1,1,0.0,[],['évaluer l’ergonomie d’un lieu de travail'],['évaluer l’ergonomie d’un lieu de travail'],0.0
PPPNR2512120055249,OFFRE_007551_7d88f5f42f41,Agents De Recouvrement,0.0,True,True,True,1,6,0,6,6,0.0,[],"['droit pharmaceutique', 'droit douanier', 'droit pénal', 'droit du transport aérien', 'droit commercial', 'droit des obligations']","['droit pharmaceutique', 'droit douanier', 'droit pénal', 'droit du transport aérien', 'droit commercial', 'droit des obligations']",0.0
PPPNR2512120055249,OFFRE_003894_fda9e90fe742,Agents De Recouvrement,0.0,True,True,True,1,6,0,6,6,0.0,[],"['droit pharmaceutique', 'droit douanier', 'droit pénal', 'droit du transport aérien', 'droit commercial', 'droit des obligations']","['droit pharmaceutique', 'droit douanier', 'droit pénal', 'droit du transport aérien', 'droit commercial', 'droit des obligations']",0.0
PPPNR2512120055249,OFFRE_010517_6b9de8866713,CONTRACT ADMINISTRATION SPECIALIST H/F,0.0,True,True,True,1,1,0,1,1,0.0,[],['recours légal à un continuum de force'],['recours légal à un continuum de force'],0.0
PPPNR2509150042862,OFFRE_011813_124c5692fa7f,Pompiste,1.0,True,True,True,6,6,6,0,0,1.0,"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",[],[],0.0
PPPNR2509150042862,OFFRE_013122_4747f84f58ff,Pompiste,1.0,True,True,True,6,6,6,0,0,1.0,"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",[],[],0.0
PPPNR2509150042862,OFFRE_012387_6dbb24e016d5,Pompiste,1.0,True,True,True,6,6,6,0,0,1.0,"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",[],[],0.0
PPPNR2509150042862,OFFRE_013111_914462a92568,Sapeur-Pompier,1.0,True,True,True,6,6,6,0,0,1.0,"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",[],[],0.0
